DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200414434,10/29/2020 0:00,9/15/2020 0:00,1115,4,Hollenbeck,471,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,0,M,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,2200 E  7TH                          ST,,34.0347,-118.2253
200605713,2/6/2020 0:00,2/5/2020 0:00,15,6,Hollywood,667,1,350,"THEFT, PERSON",1822 0400 0344 1300 0112,35,M,H,102,SIDEWALK,,,IC,Invest Cont,350,946,,,SANTA MONICA,GORDON                       ST,34.0908,-118.3201
200406924,3/15/2020 0:00,3/15/2020 0:00,200,4,Hollenbeck,467,2,624,BATTERY - SIMPLE ASSAULT,0400 0419 0913,37,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,400    CAMULOS                      ST,,34.0382,-118.2064
200912661,7/23/2020 0:00,7/22/2020 0:00,2135,9,Van Nuys,914,2,624,BATTERY - SIMPLE ASSAULT,408,41,F,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15100    VANOWEN                      ST,,34.1976,-118.4574
200816290,11/11/2020 0:00,11/9/2020 0:00,1900,8,West LA,831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,,1100 S  BUNDY                        DR,,34.0452,-118.4681
201008064,4/15/2020 0:00,4/15/2020 0:00,915,10,West Valley,1049,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822 1402,0,M,W,108,PARKING LOT,,,IC,Invest Cont,956,998,,,6300    WOODLEY                      AV,,34.1852,-118.4837
200404949,1/25/2020 0:00,1/24/2020 0:00,2130,4,Hollenbeck,471,1,310,BURGLARY,1609 0344 0321 0207 1822,0,X,X,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),,,IC,Invest Cont,310,,,,500 S  CLARENCE                     ST,,34.0409,-118.2234
200515573,10/20/2020 0:00,10/20/2020 0:00,1630,5,Harbor,557,2,624,BATTERY - SIMPLE ASSAULT,0432 0444 0448 0913 2003,59,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 W  4TH                          ST,,33.7406,-118.2906
200322131,12/22/2020 0:00,12/22/2020 0:00,2230,3,Southwest,326,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1822 1402 0445 0329 1300,35,M,H,122,"VEHICLE, PASSENGER/TRUCK",308,STICK,AO,Adult Other,230,,,,RAYMOND                      AV,29TH                         ST,34.0309,-118.298
200900752,7/12/2020 0:00,7/12/2020 0:00,1130,9,Van Nuys,969,2,910,KIDNAPPING,0305 1822 0209 1402 0105 0202,78,F,W,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,910,998,,,13100    MORRISON                     ST,,34.1603,-118.4214
200812729,8/6/2020 0:00,8/6/2020 0:00,1830,8,West LA,889,2,888,TRESPASSING,1501,32,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,,,,1900 S  ROBERTSON                    BL,,34.0446,-118.3867
200117897,9/14/2020 0:00,9/13/2020 0:00,1554,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,29,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,900 S  BROADWAY,,34.0419,-118.2564
200309072,3/26/2020 0:00,3/24/2020 0:00,400,3,Southwest,377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1200 W  39TH                         ST,,34.0155,-118.2975
200118868,10/3/2020 0:00,10/2/2020 0:00,2200,1,Central,101,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900    FIGUEROA                     TR,,34.0663,-118.2442
201205482,1/22/2020 0:00,1/22/2020 0:00,1900,12,77th Street,1259,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 1309 1310 1203 0302,43,M,H,101,STREET,102,HAND GUN,AO,Adult Other,230,,,,900 E  74TH                         ST,,33.973,-118.2586
200510499,6/11/2020 0:00,6/11/2020 0:00,1300,5,Harbor,551,1,210,ROBBERY,0913 0354 1310 2000 1276 1309 1813,39,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,626,,,1100 W  SEPULVEDA                    ST,,33.7457,-118.3005
200207349,3/5/2020 0:00,3/5/2020 0:00,1820,2,Rampart,289,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 1813 0329 1300,46,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,1500 W  11TH                         PL,,34.0462,-118.2738
200608936,4/8/2020 0:00,4/8/2020 0:00,1850,6,Hollywood,666,2,437,RESISTING ARREST,0400 1212,0,X,X,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,437,,,,1200    LODI                         PL,,34.0926,-118.3234
200305352,1/20/2020 0:00,1/19/2020 0:00,5,3,Southwest,373,1,330,BURGLARY FROM VEHICLE,1202 1601 0344 1300,67,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,3800 S  BRONSON                      AV,,34.0172,-118.334
200916422,10/25/2020 0:00,10/25/2020 0:00,130,9,Van Nuys,981,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,4300 N  SEPULVEDA                    BL,,34.1537,-118.4662
200106343,2/3/2020 0:00,2/1/2020 0:00,820,1,Central,174,1,648,ARSON,1300,56,F,B,104,DRIVEWAY,,,IC,Invest Cont,648,,,,700 S  SPRING                       ST,,34.0445,-118.2523
200913181,8/6/2020 0:00,8/1/2020 0:00,1730,9,Van Nuys,952,1,330,BURGLARY FROM VEHICLE,0358 0344,35,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,15000    BURBANK                      BL,,34.1721,-118.459
200608757,4/4/2020 0:00,4/3/2020 0:00,2100,6,Hollywood,663,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1601 1606,26,M,B,101,STREET,,,IC,Invest Cont,420,,,,SANTA MONICA,SYCAMORE,34.0907,-118.3428
201216576,7/15/2020 0:00,7/15/2020 0:00,2055,12,77th Street,1243,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1817,34,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,1600 W  62ND                         ST,,33.9832,-118.3068
201105208,1/28/2020 0:00,1/28/2020 0:00,530,11,Northeast,1199,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    SOLANO                       AV,,34.0768,-118.2333
200118875,10/3/2020 0:00,10/3/2020 0:00,1200,1,Central,159,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 2033 0411,44,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,4TH                          ST,ALAMEDA,34.0433,-118.2381
201211125,4/17/2020 0:00,4/17/2020 0:00,620,12,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,70,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,900 E  76TH                         ST,,33.9712,-118.2586
200205530,1/16/2020 0:00,1/12/2020 0:00,1715,2,Rampart,218,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 0385 1300,37,F,W,101,STREET,,,IC,Invest Cont,331,,,,700    ECHO PARK                    AV,,34.0713,-118.2597
200710422,6/13/2020 0:00,6/13/2020 0:00,1600,7,Wilshire,749,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0444,35,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,LUCERNE,OLYMPIC,34.0564,-118.3273
200306025,2/3/2020 0:00,2/3/2020 0:00,100,3,Southwest,361,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0202 0329,10,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,,3700 S  LA BREA                      AV,,34.0199,-118.3556
201108198,4/10/2020 0:00,4/8/2020 0:00,2000,11,Northeast,1141,1,310,BURGLARY,1609 0344 0358 1239 0382 1608,61,X,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1800 N  NORMANDIE                    AV,,34.1036,-118.3006
200321237,12/3/2020 0:00,10/1/2020 0:00,1,3,Southwest,357,2,662,"BUNCO, GRAND THEFT",0113 0344 0701 0800 1822,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,1200 W  36TH                         ST,,34.023,-118.2953
200218525,12/12/2020 0:00,12/12/2020 0:00,1000,2,Rampart,217,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 N  ALVARADO                     ST,,34.0738,-118.2658
200712864,8/17/2020 0:00,8/17/2020 0:00,2250,7,Wilshire,752,1,310,BURGLARY,2004 1402 1414 0344 0342 0321,0,M,O,203,OTHER BUSINESS,,,AO,Adult Other,310,998,,,5800 W  PICO                         BL,,34.0558,-118.3706
201225264,11/26/2020 0:00,11/26/2020 0:00,919,12,77th Street,1258,2,437,RESISTING ARREST,1309,0,X,X,101,STREET,307,VEHICLE,AA,Adult Arrest,437,,,,75TH                         ST,MAIN                         ST,33.9721,-118.2739
200807919,4/1/2020 0:00,3/29/2020 0:00,2100,8,West LA,822,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2040,65,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,17000 W  SUNSET                       BL,,34.0416,-118.5496
200606634,2/22/2020 0:00,2/16/2020 0:00,1000,6,Hollywood,636,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1700 N  HIGHLAND                     AV,,34.1016,-118.3387
200516914,11/20/2020 0:00,11/18/2020 0:00,1839,5,Harbor,519,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1313 0334 0309 0913 0360 0302 1100 0450,63,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,230,,,,1000 E  SANDISON                     ST,,33.7941,-118.2505
200111758,5/15/2020 0:00,5/14/2020 0:00,1040,1,Central,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,25,M,B,701,HOSPITAL,,,AA,Adult Arrest,740,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
200619877,12/31/2020 0:00,12/31/2020 0:00,2340,6,Hollywood,647,1,761,BRANDISH WEAPON,0334 1822 1501,65,M,W,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,761,,,,1500    VINE                         ST,,34.098,-118.3266
200408239,4/26/2020 0:00,4/26/2020 0:00,2000,4,Hollenbeck,402,2,888,TRESPASSING,1309,0,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,888,,,,4500    GRIFFIN                      AV,,34.0945,-118.2024
200510575,6/13/2020 0:00,6/12/2020 0:00,1600,5,Harbor,585,1,310,BURGLARY,0344 0321,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 W  20TH                         ST,,33.7261,-118.2924
200213422,8/6/2020 0:00,8/4/2020 0:00,1816,2,Rampart,216,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,600 N  CORONADO                     ST,,34.0751,-118.2717
201301156,12/11/2020 0:00,12/10/2020 0:00,1945,13,Newton,1377,1,210,ROBBERY,0334 1402 0302 0400 0344 1822,30,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,210,998,,,SLAUSON                      AV,HOLMES                       AV,33.9892,-118.2412
200508200,4/12/2020 0:00,4/12/2020 0:00,2230,5,Harbor,526,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 2000 1814 0913,32,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 W  ANAHEIM                      ST,,33.7798,-118.2664
200508554,4/21/2020 0:00,4/21/2020 0:00,1220,5,Harbor,529,2,647,THROWING OBJECT AT MOVING VEHICLE,0329 1300 1310 1817,51,F,W,122,"VEHICLE, PASSENGER/TRUCK",309,BOARD,IC,Invest Cont,647,745,,,BROAD,E,33.7757,-118.2608
200208375,3/30/2020 0:00,3/30/2020 0:00,1250,2,Rampart,201,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0202 1822 0601 1236 2028 0432 0421 2004,47,M,O,301,GAS STATION,511,VERBAL THREAT,IC,Invest Cont,930,,,,4500    MELROSE                      AV,,34.0873,-118.296
200709225,5/13/2020 0:00,5/12/2020 0:00,2250,7,Wilshire,721,1,330,BURGLARY FROM VEHICLE,1300 0344,34,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,300 S  HAMEL                        RD,,34.0736,-118.3816
200316961,9/6/2020 0:00,9/6/2020 0:00,250,3,Southwest,391,2,624,BATTERY - SIMPLE ASSAULT,0401 0913 0329 1307,59,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BUCKINGHAM,PALMYRA,34.0067,-118.3515
200515025,10/9/2020 0:00,10/8/2020 0:00,1900,5,Harbor,514,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,WILMINGTON                   AV,MAURETANIA                   ST,33.7896,-118.275
200507910,4/4/2020 0:00,4/4/2020 0:00,300,5,Harbor,585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0449 1206 1402 1817 2002 1419 0913,55,F,W,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,230,998,,,2300 S  CABRILLO                     AV,,33.7229,-118.2946
200912215,7/11/2020 0:00,7/11/2020 0:00,200,9,Van Nuys,984,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0417 1813 0913 1414,20,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,VENTURA                      BL,VAN NUYS                     BL,34.1509,-118.4487
201309348,4/12/2020 0:00,4/12/2020 0:00,950,13,Newton,1309,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,39,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1900    MATEO                        ST,,34.0225,-118.2325
201106726,3/1/2020 0:00,3/1/2020 0:00,930,11,Northeast,1146,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0554 0400 0421,45,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,2900 N  COOLIDGE                     AV,,34.103,-118.2462
200509440,5/14/2020 0:00,5/14/2020 0:00,1530,5,Harbor,531,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1202,72,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1600 W  259TH                        PL,,33.7875,-118.3043
200612772,7/19/2020 0:00,7/19/2020 0:00,355,6,Hollywood,645,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1814 0913,44,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,7000    FRANKLIN                     AV,,34.1041,-118.3427
200115433,7/27/2020 0:00,7/25/2020 0:00,1910,1,Central,127,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,500 N  ALAMEDA                      ST,,34.0527,-118.2398
200608252,3/21/2020 0:00,3/21/2020 0:00,2124,6,Hollywood,667,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 1402 0400 0416,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",303,BRASS KNUCKLES,AO,Adult Other,230,990,998,,5900    LEXINGTON                    AV,,34.0926,-118.3179
200707635,3/20/2020 0:00,3/20/2020 0:00,1220,7,Wilshire,775,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4600    SATURN                       ST,,34.0432,-118.3385
200318365,10/4/2020 0:00,10/4/2020 0:00,2300,3,Southwest,312,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0104,0,X,X,229,CHECK CASHING*,,,IC,Invest Cont,740,,,,2600 S  LA BREA                      AV,,34.0289,-118.3563
200113187,6/10/2020 0:00,5/30/2020 0:00,220,1,Central,162,1,310,BURGLARY,1609 0344 1822,0,M,W,403,DRUG STORE,,,IC,Invest Cont,310,,,,600 W  7TH                          ST,,34.0473,-118.2566
200813356,8/26/2020 0:00,8/26/2020 0:00,1300,8,West LA,842,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,WESTGATE                     AV,SANTA MONICA                 BL,34.0425,-118.4593
201215497,6/26/2020 0:00,6/25/2020 0:00,1140,12,77th Street,1265,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,30,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,7900 S  VERMONT                      AV,,33.9641,-118.2919
200810037,5/29/2020 0:00,5/19/2020 0:00,2300,8,West LA,802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15300    BESTOR                       BL,,34.0512,-118.5251
200610685,5/27/2020 0:00,5/26/2020 0:00,2030,6,Hollywood,632,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0448 0913 1414 1202 2000,71,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8500    LOOKOUT MOUNTAIN             AV,,34.1142,-118.3791
200817951,12/27/2020 0:00,12/27/2020 0:00,1005,8,West LA,828,2,888,TRESPASSING,1501 2004 0358 1609,0,X,X,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,888,,,,600    HILGARD                      AV,,0,0
200117861,9/13/2020 0:00,9/12/2020 0:00,2300,1,Central,158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2004 2000 1814 0913 0416 0417,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,5TH,CERES                        AV,34.0395,-118.2405
201000541,2/4/2020 0:00,2/4/2020 0:00,2030,10,West Valley,1078,1,761,BRANDISH WEAPON,0913 1402 0421 0334 2000 1814,42,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,761,998,,,HAYVENHURST                  AV,VENTURA                      BL,34.1589,-118.4923
200414301,10/26/2020 0:00,10/26/2020 0:00,400,4,Hollenbeck,428,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5200    TEMPLETON                    ST,,34.0848,-118.17
201219928,9/4/2020 0:00,9/4/2020 0:00,337,12,77th Street,1241,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0906 1100 1402 1309,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,,,,11TH                         AV,63RD                         ST,33.9829,-118.3294
201219992,9/4/2020 0:00,9/4/2020 0:00,1700,12,77th Street,1267,2,903,CONTEMPT OF COURT,0913 1257 0552 2038 2004,3,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903,,,,900 W  84TH                         ST,,33.9624,-118.2883
201210642,4/10/2020 0:00,4/9/2020 0:00,2015,12,77th Street,1253,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7700 S  HARVARD                      BL,,33.97,-118.3068
200615657,9/18/2020 0:00,9/18/2020 0:00,2130,6,Hollywood,626,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 1814 0400 0401,50,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6300    QUEBEC                       DR,,34.1133,-118.3256
200310714,5/1/2020 0:00,5/1/2020 0:00,1730,3,Southwest,392,2,900,VIOLATION OF COURT ORDER,2000 1813 0602 2038,44,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,900,,,,5100    7TH                          AV,,33.9964,-118.3247
201013253,9/20/2020 0:00,9/20/2020 0:00,1200,10,West Valley,1001,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0416 1218 0408,70,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,19200    SATICOY                      ST,,34.2143,-118.5534
200112408,5/30/2020 0:00,5/29/2020 0:00,2020,1,Central,174,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1212,0,X,X,101,STREET,,,IC,Invest Cont,740,,,,MAIN                         ST,8TH                          ST,34.0428,-118.2532
201109777,5/26/2020 0:00,5/26/2020 0:00,610,11,Northeast,1134,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,55,F,H,301,GAS STATION,,,IC,Invest Cont,331,,,,2100 N  SAN FERNANDO                 RD,,34.1023,-118.2371
200816174,11/7/2020 0:00,11/4/2020 0:00,2340,8,West LA,842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1606 1420,41,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,1300    ARMACOST                     AV,,34.0439,-118.462
200616947,10/20/2020 0:00,10/19/2020 0:00,1800,6,Hollywood,635,1,330,BURGLARY FROM VEHICLE,0344 1822 1300 1605,35,M,W,101,STREET,,,IC,Invest Cont,330,,,,1900    WHITLEY                      AV,,34.1052,-118.3333
200206441,2/19/2020 0:00,2/19/2020 0:00,930,2,Rampart,251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 1259 2024 1814 2000 0448 0913,17,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S  LA FAYETTE PARK              PL,,34.0629,-118.2823
200212606,7/16/2020 0:00,7/16/2020 0:00,200,2,Rampart,256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411 0334 0432 2047 0340,46,M,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
201214677,6/14/2020 0:00,6/14/2020 0:00,233,12,77th Street,1265,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,51,M,B,104,DRIVEWAY,,,IC,Invest Cont,420,,,,1500 W  85TH                         ST,,33.961,-118.3025
201216957,7/22/2020 0:00,7/22/2020 0:00,700,12,77th Street,1218,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 W  55TH                         ST,,33.9923,-118.2871
200505444,2/4/2020 0:00,1/30/2020 0:00,530,5,Harbor,589,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2000 1813 0429 0913,66,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 W  39TH                         ST,,33.7087,-118.2863
200909212,5/2/2020 0:00,5/1/2020 0:00,1600,9,Van Nuys,991,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15400    VISTA HAVEN                  PL,,34.1346,-118.4686
200613693,8/7/2020 0:00,8/7/2020 0:00,630,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,6500 W  HOLLYWOOD                    BL,,34.1016,-118.3317
200916943,11/7/2020 0:00,11/6/2020 0:00,1815,9,Van Nuys,955,1,310,BURGLARY,0358 1414 1420 0345 0344 1601,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    TYRONE                       AV,,34.1649,-118.4443
201112618,8/18/2020 0:00,8/15/2020 0:00,900,11,Northeast,1132,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ROKEBY                       ST,WAVERLY                      DR,34.1084,-118.2639
201014189,10/18/2020 0:00,10/18/2020 0:00,1615,10,West Valley,1023,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,31,M,A,108,PARKING LOT,,,IC,Invest Cont,331,,,,6500    WILBUR                       AV,,34.1887,-118.5447
201217361,7/28/2020 0:00,7/27/2020 0:00,1800,12,77th Street,1242,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307,51,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2800    HYDE PARK                    BL,,33.9809,-118.3243
200817737,12/18/2020 0:00,12/17/2020 0:00,1700,8,West LA,898,1,520,VEHICLE - ATTEMPT STOLEN,1606 0329 0344 1822,56,M,H,101,STREET,,,IC,Invest Cont,520,,,,BEVERLYWOOD,HOLT,34.0371,-118.3832
200508328,4/16/2020 0:00,4/7/2020 0:00,1330,5,Harbor,521,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1606,36,F,B,108,PARKING LOT,,,IC,Invest Cont,420,,,,WESTERN                      AV,PARK WESTERN                 AV,33.7694,-118.2955
